student_id,full name,enrollment_date,student_status,avg_score,graduation_year,faculty,source_system
STU000992,Петров Алексей Сергеевич,2024-09-10,выпущен,"3,70",2028,Экономика,LMS
STU001368,Соколов Никита Сергеевна,2023,выпущен,"4,23",2029,Экономика,1C
STU002145,Иванов Никита Михайловна,2021-04-23,выпущен,"4,46",2027,Информатика,DeanOffice
STU001183,Соколов Елена Дмитриевич,27.10.2022,отчислен,"3,44",2028,Физика,DeanOffice
STU001585,Козлов Иван Дмитриевич,2023,ОТЧИСЛЕН,3.64,2027,История,DeanOffice
STU001531,Лебедев Егор Михайловна,2022-01-22,отчислен,4.83,2027,Информатика,LMS
STU000864,Лебедев Михаил Сергеевич  ,2024-03-03,академ,"3,40",2029,Юриспруденция,DeanOffice
STU000915,Лебедев Елена Сергеевич,19.06.2024,отчислен,3.68,2030,Экономика,1C
STU000635,Лебедев Дарья Сергеевич,26.08.2024,обучается,"4,59",2029,Юриспруденция,DeanOffice
STU002313,Соколов Татьяна Сергеевна,22.12.2022,выпущен,"3,49",2028,Информатика,LMS
STU001895,Иванов Елена Михайлович,2024,graduated,3.27,2029,Экономика,1C
STU002224,Попов Алексей Дмитриевич,2024,выпущен,4.10,2028,История,1C
STU001674,Попов Ольга Сергеевич,05/02/2024,SUSPENDED,"4,17",2028,Юриспруденция,DeanOffice
STU002371,Попов Михаил Михайлович,03.06.2023,в академе,"4,72",2028,Физика,LMS
STU000309,Попов Анна Алексеевна,2023,ОТЧИСЛЕН,"3,31",2027,Юриспруденция,DeanOffice
STU000936,Соколов Ольга Дмитриевна,2023,выпущен,4.38,2027,Физика,1C
STU002048,Козлов Павел Сергеевна,2020,graduated,4.61,2025,Физика,1C
STU000215,Попов Анна Ивановна,12/17/2022,выпущен,,2026,Лингвистика,LMS
STU000622,Попов Татьяна Алексеевич,2021-07-17,graduated,"3,41",2025,Физика,1C
STU001617,Козлов Елена Дмитриевна,12/11/2024,отчислен,4.63,2029,Экономика,LMS
STU000343,Иванов Мария Алексеевич,11/02/2020,ОТЧИСЛЕН,"3,07",2024,Математика,1C
STU000976,Соколов Ольга Сергеевич,2023-02-03,GRADUATED,4.58,2029,Менеджмент,LMS
STU002022,Попов Егор Дмитриевич,2024,отчислен,3.99,2029,Математика,1C
STU001220,Козлов Дмитрий Алексеевич  ,2022,выпущен,3.73,2028,Юриспруденция,LMS
STU000988,Козлов Егор Павлович,01/13/2021,graduated,2.88,2025,История,LMS
STU000294,Смирнов Алина Павловна,2020-05-13,академ,"3,67",2024,Физика,1C
STU000093,Козлов Алексей Михайловна,02/25/2024,отчислен,4.84,2029,Физика,1C
STU002281,Кузнецов Алина Алексеевич,12/12/2024,выпущен,4.32,2030,История,1C
STU001671,Иванов Алексей Павлович  ,2024,ОБУЧАЕТСЯ,"3,81",2030,Экономика,LMS
STU001723,Иванов Татьяна Павловна,17.03.2020,отчислен,,2026,Информатика,DeanOffice
STU000251,Смирнов Иван Дмитриевна,2020,выпущен,4.12,2024,История,1C
STU000041,Козлов Сергей Алексеевна,17.09.2023,отчислен,"4,56",2029,История,DeanOffice
STU000234,Иванов Сергей Сергеевич,06/27/2022,отчислен,3.32,2027,Физика,LMS
STU002037,Лебедев Ольга Павловна  ,2022,SUSPENDED,3.99,2027,Лингвистика,DeanOffice
STU001104,Лебедев Анна Михайловна,2022-04-20,выпущен,4.63,2026,Физика,LMS
STU001762,Попов Иван Павловна  ,2024-03-22,graduated,"3,97",2028,Экономика,1C
STU002143,Лебедев Мария Сергеевна,04/18/2020,SUSPENDED,3.70,2025,Экономика,1C
STU001670,Иванов Алина Сергеевна,12/22/2021,выпущен,"3,55",2026,Физика,LMS
STU001558,Лебедев Дмитрий Сергеевна,2024-04-07,выпущен,4.25,2030,Юриспруденция,1C
STU000541,Соколов Мария Иванович,2024-10-02,выпущен,"5,00",2029,Математика,DeanOffice
STU001295,Петров Дарья Павлович,03.03.2020,ВЫПУЩЕН,"3,88",2025,Математика,1C
STU001091,Петров Никита Алексеевна,2021-01-19,выпущен,3.25,2026,Математика,LMS
STU000301,Кузнецов Никита Сергеевич,2020-02-13,Учится,3.83,2026,Юриспруденция,LMS
STU002034,Лебедев Дмитрий Ивановна,2023-08-10,выпущен,4.95,2028,Математика,DeanOffice
STU002079,Кузнецов Михаил Сергеевна,2020-12-14,выпущен,"4,04",2026,Математика,LMS
STU000303,Попов Иван Дмитриевна  ,11/22/2021,выпущен,3.89,2026,Физика,1C
STU000768,Лебедев Алина Иванович,2023-04-05,ENROLLED,,2027,Лингвистика,DeanOffice
STU001898,Смирнов Михаил Дмитриевна,14.11.2023,в академе,"3,60",2028,Менеджмент,LMS
STU001249,Иванов Иван Дмитриевна,2021-11-19,ACTIVE,3.88,2027,Лингвистика,DeanOffice
STU001146,Иванов Татьяна Алексеевич,2022,выпущен,3.83,2028,Экономика,LMS
STU000713,Соколов Виктория Павлович,2022-01-07,в академе,3.31,2026,Физика,LMS
STU000841,Петров Егор Михайловна,2024-07-23,graduated,3.46,2029,Экономика,DeanOffice
STU001770,Соколов Ольга Ивановна,2024,в академе,4.49,2029,Лингвистика,1C
STU000768,Лебедев Алина Иванович,01.08.2023,graduated,"4,69",2027,Физика,LMS
STU002046,Смирнов Татьяна Ивановна  ,27.08.2022,обучается,3.97,2027,Юриспруденция,LMS
STU000603,Козлов Никита Иванович,2021-07-16,graduated,"3,81",2027,Экономика,LMS
STU001741,Соколов Ольга Михайловна,2023,ОТЧИСЛЕН,,2027,Математика,1C
STU000325,Кузнецов Михаил Дмитриевич,2021-01-15,ВЫПУЩЕН,3.13,2025,Юриспруденция,LMS
STU001025,Петров Алексей Дмитриевич,2022,выпущен,3.69,2026,Юриспруденция,1C
STU002239,Смирнов Сергей Иванович,11/22/2021,ВЫПУЩЕН,4.45,2026,Экономика,LMS
STU000483,Лебедев Алина Алексеевна,10/19/2021,выпущен,4.12,2027,Физика,1C
STU000593,Лебедев Сергей Дмитриевич,2020,Учится,"3,22",2026,Менеджмент,LMS
STU002067,Кузнецов Никита Алексеевич,2021-07-28,выпущен,"4,10",2025,Экономика,1C
STU001749,Петров Виктория Дмитриевна,2021-02-18,выпущен,"4,64",2027,Юриспруденция,1C
STU000187,Иванов Сергей Иванович,2022,выпущен,"3,26",2026,Физика,1C
STU000620,Козлов Ольга Павлович,2021-05-20,suspended,3.78,2027,История,1C
STU001072,Иванов Алина Дмитриевич,2021,GRADUATED,,2025,Физика,LMS
STU000402,Козлов Михаил Павловна,2020,graduated,3.42,2025,Юриспруденция,DeanOffice
STU000056,Петров Павел Павлович,2020,ACTIVE,"3,35",2024,Математика,1C
STU001256,Лебедев Мария Сергеевич,04.04.2024,отчислен,,2030,Менеджмент,1C
STU000351,Соколов Сергей Павловна  ,17.08.2020,отчислен,3.22,2024,Экономика,1C
STU001729,Петров Дмитрий Ивановна  ,17.03.2023,выпущен,4.16,2027,Информатика,LMS
STU001668,Попов Виктория Павлович,11/04/2024,выпущен,4.28,2030,Лингвистика,DeanOffice
STU001719,Козлов Мария Михайловна  ,2023,В АКАДЕМЕ,4.92,2029,Физика,LMS
STU001834,Попов Анна Алексеевич,2024,graduated,"3,99",2028,Математика,DeanOffice
STU002182,Попов Елена Алексеевич,2021,выпущен,4.16,2025,Лингвистика,1C
STU001797,Иванов Никита Алексеевна,01/16/2023,ВЫПУЩЕН,,2027,Лингвистика,DeanOffice
STU000580,Лебедев Дмитрий Ивановна,05/08/2020,выпущен,3.16,2025,Экономика,DeanOffice
STU000520,Петров Анна Алексеевна,06/14/2022,отчислен,"4,91",2028,Лингвистика,1C
STU001292,Петров Алексей Павловна,2023,выпущен,"4,26",2029,Физика,LMS
STU000845,Петров Никита Иванович,2024,выпущен,"3,57",2028,Физика,LMS
STU000656,Козлов Дмитрий Павлович,2021-03-21,Учится,4.57,2026,Лингвистика,1C
STU000478,Козлов Татьяна Дмитриевич,2024,выпущен,3.43,2028,Лингвистика,DeanOffice
STU001123,Иванов Сергей Дмитриевна  ,2023-03-09,отчислен,3.17,2029,Менеджмент,DeanOffice
STU000033,Козлов Мария Алексеевич,2022-10-02,Учится,5.00,2027,Экономика,LMS
STU001202,Смирнов Алексей Алексеевна,08/16/2020,отчислен,3.41,2024,Физика,1C
STU000204,Соколов Дмитрий Сергеевна,2024,выпущен,"4,64",2030,Физика,LMS
STU000883,Козлов Никита Павловна,2021-09-02,выпущен,"3,85",2025,Экономика,LMS
STU000592,Кузнецов Виктория Павлович,17.03.2022,выпущен,"3,95",2028,Лингвистика,1C
STU001834,Попов Анна Алексеевич,02/10/2024,выпущен,,2028,Менеджмент,LMS
STU000592,Кузнецов Виктория Павлович  ,12/07/2022,выпущен,4.22,2028,История,LMS
STU000041,Козлов Сергей Алексеевна,2023-02-01,академ,4.15,2029,Менеджмент,1C
STU000032,Петров Анна Павловна,03/21/2022,ВЫПУЩЕН,"3,70",2026,Физика,1C
,Смирнов Егор Павловна,2024,обучается,3.16,2029,Лингвистика,1C
STU000341,Соколов Егор Алексеевич,2023-05-01,graduated,"3,66",2027,Экономика,DeanOffice
STU000236,Смирнов Анна Павлович,2024-07-02,обучается,3.05,2030,Физика,LMS
STU000341,Соколов Егор Алексеевич,06/05/2023,выпущен,3.44,2027,История,DeanOffice
STU002370,Смирнов Алина Михайловна,11.05.2021,выпущен,4.23,2026,Экономика,DeanOffice
STU001441,Петров Егор Михайловна,2020-07-23,отчислен,"5,00",2024,Экономика,DeanOffice
STU001606,Иванов Иван Михайловна,2024-09-07,ВЫПУЩЕН,"4,21",2030,Экономика,DeanOffice
STU000334,Иванов Егор Сергеевна,2021,выпущен,,2027,Юриспруденция,1C
STU001068,Иванов Сергей Сергеевна,05/13/2022,graduated,4.68,2027,Менеджмент,LMS
STU001219,Петров Анна Павловна,09/02/2024,отчислен,"4,29",2030,Юриспруденция,LMS
STU001026,Соколов Виктория Дмитриевич  ,01/25/2020,АКАДЕМ,4.11,2024,Юриспруденция,LMS
STU000522,Лебедев Виктория Алексеевич,12/23/2020,академ,3.15,2025,Математика,LMS
STU000018,Соколов Сергей Дмитриевич,2020,отчислен,"5,00",2025,Физика,LMS
,Соколов Павел Павловна,2020-08-28,выпущен,"3,42",2026,Менеджмент,DeanOffice
STU001812,Петров Татьяна Дмитриевна,06/05/2020,выпущен,4.97,2024,Информатика,DeanOffice
STU001250,Смирнов Ольга Павлович,24.04.2020,отчислен,4.71,2025,Математика,1C
STU000401,Козлов Михаил Сергеевна,19.12.2022,ВЫПУЩЕН,3.96,2026,Математика,1C
STU000690,Козлов Ольга Иванович,2020-07-09,выпущен,"4,46",2024,Лингвистика,LMS
STU002388,Смирнов Павел Павловна  ,08.01.2021,выпущен,3.32,2026,Экономика,1C
,Попов Егор Сергеевна,2023-11-03,отчислен,"3,97",2029,Информатика,1C
STU000724,Козлов Алина Павловна,2024-09-01,отчислен,3.29,2028,История,DeanOffice
STU002215,Кузнецов Иван Алексеевна,2020,graduated,4.23,2025,Математика,1C
STU000405,Соколов Алексей Павловна,22.07.2021,выпущен,4.85,2027,Лингвистика,DeanOffice
STU001479,Лебедев Елена Дмитриевич,2021-12-11,в академе,"3,50",2026,Лингвистика,DeanOffice
,Иванов Ольга Алексеевич,2022-03-12,ВЫПУЩЕН,3.11,2026,История,1C
STU000098,Лебедев Михаил Дмитриевна  ,2020,УЧИТСЯ,,2025,Математика,LMS
STU001122,Кузнецов Дмитрий Дмитриевна,2021,выпущен,"3,56",2027,Лингвистика,LMS
STU001908,Смирнов Иван Сергеевна,10/13/2023,обучается,,2029,Математика,1C
STU000038,Петров Михаил Дмитриевна,2023-11-21,отчислен,3.65,2027,Информатика,LMS
STU002018,Лебедев Ольга Михайловна,2020-07-06,GRADUATED,"4,00",2026,Лингвистика,DeanOffice
STU000011,Смирнов Виктория Павлович,2023,отчислен,"4,38",2028,Менеджмент,LMS
STU000045,Петров Сергей Сергеевич,2020,выпущен,"4,63",2025,Лингвистика,LMS
STU002008,Петров Татьяна Михайлович,2021-12-01,выпущен,"4,66",2027,Лингвистика,LMS
STU002397,Смирнов Михаил Павловна  ,2021-09-26,graduated,3.59,2027,Юриспруденция,DeanOffice
STU001748,Иванов Павел Сергеевич,07/15/2023,ОБУЧАЕТСЯ,3.95,2028,История,DeanOffice
STU001120,Козлов Виктория Михайловна,06/05/2021,graduated,4.01,2025,Юриспруденция,LMS
STU002267,Смирнов Михаил Дмитриевна,2021,выпущен,"3,96",2026,Менеджмент,DeanOffice
STU001188,Лебедев Иван Иванович,2021,ВЫПУЩЕН,,2025,Экономика,LMS
STU000451,Кузнецов Дарья Павлович  ,01/24/2024,обучается,4.24,2028,Математика,1C
STU000272,Смирнов Павел Михайлович,2020-03-01,отчислен,"3,37",2026,Физика,1C
STU001302,Соколов Елена Алексеевна,03.10.2021,выпущен,"4,24",2025,История,DeanOffice
STU001063,Соколов Елена Дмитриевна,2020,ВЫПУЩЕН,4.69,2025,Информатика,LMS
STU000648,Петров Виктория Павловна,01/05/2024,академ,4.45,2028,Экономика,1C
STU001508,Лебедев Дмитрий Сергеевна,08/09/2024,выпущен,"3,87",2028,Менеджмент,LMS
STU000267,Кузнецов Татьяна Алексеевич,12/24/2023,в академе,4.60,2029,Лингвистика,LMS
STU000018,Соколов Сергей Дмитриевич,2020-12-14,выпущен,"5,00",2025,Менеджмент,LMS
STU001950,Иванов Иван Сергеевич,2022-06-09,обучается,3.29,2026,Лингвистика,LMS
STU000884,Лебедев Виктория Ивановна,2021,suspended,"3,58",2025,Экономика,DeanOffice
STU002025,Иванов Сергей Павлович,2023,выпущен,4.22,2027,Информатика,LMS
STU001821,Иванов Анна Дмитриевна,17.03.2023,выпущен,4.25,2027,Лингвистика,LMS
STU002088,Кузнецов Сергей Ивановна,15.02.2023,выпущен,3.57,2027,Лингвистика,1C
STU001373,Соколов Егор Павловна  ,2021-09-18,graduated,"3,94",2027,Юриспруденция,1C
STU000934,Попов Иван Дмитриевна,12.06.2022,выпущен,"4,11",2028,Информатика,1C
STU001762,Попов Иван Павловна,24.07.2024,отчислен,3.76,2028,Физика,DeanOffice
STU001241,Козлов Павел Алексеевич,03.04.2021,отчислен,"3,63",2025,Лингвистика,DeanOffice
STU002046,Смирнов Татьяна Ивановна,2022-04-16,обучается,"3,88",2027,Информатика,1C
STU001764,Иванов Алина Михайловна,2020,выпущен,"3,24",2026,Математика,DeanOffice
STU001749,Петров Виктория Дмитриевна,03/18/2021,академ,4.63,2027,Математика,LMS
STU001851,Соколов Алексей Алексеевна,2022,выпущен,3.46,2028,Математика,LMS
STU000117,Петров Сергей Ивановна,07/13/2022,отчислен,"4,55",2028,Юриспруденция,LMS
STU002260,Козлов Михаил Михайловна,25.11.2024,выпущен,4.82,2029,Физика,DeanOffice
STU001909,Смирнов Никита Иванович,10/21/2022,выпущен,3.60,2027,Экономика,LMS
STU001801,Петров Михаил Иванович,2022,enrolled,4.08,2026,Юриспруденция,LMS
STU000275,Лебедев Алина Сергеевич,03/24/2024,выпущен,3.50,2028,Физика,LMS
STU000905,Иванов Татьяна Михайлович,01.02.2023,выпущен,"3,57",2027,Физика,DeanOffice
STU002397,Смирнов Михаил Павловна  ,2021,Учится,3.62,2027,Экономика,LMS
STU000141,Лебедев Сергей Алексеевич  ,2021-01-04,выпущен,2.87,2026,Юриспруденция,DeanOffice
STU001752,Попов Дарья Алексеевна,2020,graduated,"4,05",2026,Экономика,DeanOffice
STU000077,Смирнов Дмитрий Павлович,06/09/2021,suspended,"3,27",2025,Лингвистика,1C
STU001525,Соколов Дмитрий Павловна,04/02/2024,академ,3.70,2030,Математика,LMS
STU002209,Козлов Виктория Михайловна,26.10.2024,выпущен,3.82,2029,История,LMS
STU000541,Соколов Мария Иванович  ,2024,выпущен,4.80,2029,История,1C
STU000220,Козлов Михаил Алексеевич,2022-07-18,выпущен,4.40,2028,Математика,LMS
STU001925,Иванов Ольга Дмитриевна,06.10.2022,graduated,"4,07",2028,Физика,1C
STU000963,Петров Виктория Дмитриевна,2021,выпущен,3.05,2026,Менеджмент,DeanOffice
STU001594,Козлов Елена Алексеевич,2020,выпущен,3.34,2024,Юриспруденция,LMS
STU000991,Иванов Виктория Павлович,09.03.2023,выпущен,4.72,2029,Информатика,LMS
STU001926,Козлов Егор Ивановна,24.01.2023,ACTIVE,4.78,2028,Математика,LMS
STU000334,Иванов Егор Сергеевна,2021,выпущен,"3,51",2027,Информатика,1C
STU001878,Смирнов Дмитрий Дмитриевич,12/28/2021,выпущен,,2026,Физика,1C
STU000461,Иванов Никита Михайлович,04.01.2023,выпущен,4.15,2028,Математика,1C
STU000435,Иванов Алина Михайловна,2022,отчислен,,2027,Математика,LMS
STU001719,Козлов Мария Михайловна,2023-10-03,выпущен,4.83,2029,Юриспруденция,LMS
STU002374,Козлов Павел Михайлович,11/28/2021,выпущен,"5,00",2026,Информатика,DeanOffice
STU001422,Смирнов Никита Дмитриевич,2022-09-03,отчислен,4.30,2028,История,DeanOffice
STU000988,Козлов Егор Павлович,2021-02-02,SUSPENDED,"3,01",2025,Менеджмент,LMS
STU001471,Лебедев Иван Михайлович,2021,отчислен,"3,70",2025,Физика,DeanOffice
STU000897,Козлов Павел Михайловна,07/21/2024,выпущен,"3,95",2028,Менеджмент,LMS
STU001530,Козлов Дмитрий Ивановна,09.11.2023,в академе,"3,97",2027,Юриспруденция,1C
STU002222,Козлов Сергей Алексеевич,02/16/2023,отчислен,4.31,2028,Экономика,LMS
STU000903,Соколов Михаил Сергеевич,2021,выпущен,"4,72",2026,Лингвистика,LMS
STU002016,Соколов Егор Алексеевна,2024,выпущен,"4,68",2029,Информатика,1C
STU001484,Соколов Елена Иванович,19.08.2022,в академе,3.69,2026,История,1C
STU000876,Попов Анна Дмитриевна,2023,отчислен,,2028,История,DeanOffice
STU000733,Козлов Егор Сергеевич,03/24/2020,выпущен,"3,85",2024,История,1C
STU002327,Иванов Алексей Михайловна,27.10.2023,suspended,,2027,Лингвистика,1C
STU000101,Козлов Иван Ивановна,2022,ВЫПУЩЕН,3.28,2026,Экономика,LMS
STU001352,Соколов Михаил Павловна,07/08/2021,отчислен,"4,65",2025,История,1C
STU001544,Лебедев Мария Дмитриевна,01/26/2021,отчислен,"3,24",2026,Лингвистика,LMS
STU000211,Попов Дмитрий Алексеевна  ,2023,GRADUATED,3.75,2028,Информатика,LMS
STU001013,Козлов Дарья Павловна,2022-11-23,GRADUATED,"4,20",2027,Математика,DeanOffice
STU001220,Козлов Дмитрий Алексеевич,2022-01-21,выпущен,"3,63",2028,Экономика,DeanOffice
STU002245,Козлов Егор Алексеевич,2021,УЧИТСЯ,4.65,2027,Физика,LMS
STU001063,Соколов Елена Дмитриевна,2020,Учится,4.93,2025,Математика,LMS
STU002182,Попов Елена Алексеевич,2021,выпущен,"3,87",2025,Экономика,1C
STU000637,Смирнов Никита Дмитриевна,07/28/2022,выпущен,3.51,2027,Менеджмент,1C
STU001159,Козлов Анна Дмитриевна,13.01.2023,выпущен,4.77,2029,Экономика,1C
STU000447,Попов Мария Павловна  ,08/20/2020,ВЫПУЩЕН,3.64,2026,Лингвистика,DeanOffice
STU002034,Лебедев Дмитрий Ивановна,2023,выпущен,5.00,2028,История,LMS
STU001245,Соколов Сергей Дмитриевна  ,2020,в академе,3.93,2026,Менеджмент,LMS
STU001861,Соколов Анна Алексеевич,2021,graduated,3.73,2025,Экономика,DeanOffice
STU000677,Петров Иван Ивановна,2023-12-28,выпущен,3.45,2027,Информатика,1C
STU002239,Смирнов Сергей Иванович,2021-06-25,graduated,4.47,2026,Юриспруденция,DeanOffice
STU000189,Козлов Алина Алексеевна,04.05.2022,отчислен,"4,85",2026,История,DeanOffice
STU001650,Смирнов Мария Сергеевна,2024-12-06,выпущен,4.63,2028,Менеджмент,LMS
STU001688,Соколов Михаил Павловна,16.12.2024,graduated,"3,16",2028,История,LMS
STU000303,Попов Иван Дмитриевна  ,12/15/2021,отчислен,4.44,2026,Физика,LMS
STU000793,Кузнецов Анна Дмитриевна,08/21/2022,ВЫПУЩЕН,"4,71",2028,Информатика,DeanOffice
STU002032,Соколов Елена Сергеевич,2024,ВЫПУЩЕН,"2,88",2030,История,DeanOffice
,Иванов Павел Сергеевич,11/07/2023,выпущен,4.36,2028,Математика,DeanOffice
STU000541,Соколов Мария Иванович,07.02.2024,ВЫПУЩЕН,"4,82",2029,Физика,DeanOffice
STU000659,Лебедев Егор Алексеевна,11/20/2021,АКАДЕМ,3.91,2026,Физика,1C
STU000947,Смирнов Дмитрий Алексеевна,2020,выпущен,4.56,2024,Экономика,1C
STU001460,Козлов Анна Михайловна,25.02.2023,академ,4.64,2029,История,LMS
STU000093,Козлов Алексей Михайловна,2024,выпущен,"4,63",2029,Математика,LMS
STU001101,Соколов Дарья Павлович  ,2022-12-16,выпущен,3.21,2028,История,LMS
STU000093,Козлов Алексей Михайловна,2024-02-08,ВЫПУЩЕН,"4,59",2029,Математика,LMS
STU001038,Иванов Анна Алексеевна,2021,GRADUATED,3.54,2026,Информатика,LMS
STU001132,Попов Алексей Сергеевич  ,2022-12-24,выпущен,4.08,2026,Физика,DeanOffice
STU001795,Иванов Елена Иванович,2020,graduated,3.78,2024,Лингвистика,DeanOffice
STU000745,Смирнов Егор Павлович,2022-09-13,ВЫПУЩЕН,3.21,2028,Экономика,DeanOffice
STU000485,Лебедев Павел Алексеевна,03/24/2021,УЧИТСЯ,4.43,2026,Менеджмент,1C
STU001136,Иванов Елена Дмитриевна,2022,выпущен,"3,47",2028,История,1C
STU000072,Соколов Ольга Алексеевна,2023,отчислен,4.59,2027,Менеджмент,1C
STU001502,Соколов Никита Дмитриевич,2021,В АКАДЕМЕ,"3,76",2026,Лингвистика,LMS
STU002133,Иванов Мария Сергеевна,06.05.2020,ВЫПУЩЕН,,2026,Информатика,1C
STU001948,Иванов Алина Алексеевич,03.12.2020,отчислен,"3,74",2026,Юриспруденция,LMS
STU000260,Попов Мария Ивановна,2024,выпущен,3.39,2029,Менеджмент,DeanOffice
STU002172,Смирнов Дмитрий Павловна,02/01/2020,graduated,,2025,История,LMS
STU001441,Петров Егор Михайловна,2020-04-17,graduated,4.55,2024,Информатика,LMS
STU002060,Козлов Виктория Павловна,2024-04-24,ВЫПУЩЕН,3.91,2028,Информатика,DeanOffice
STU000856,Попов Мария Иванович,05/24/2024,выпущен,3.75,2030,История,1C
STU001287,Иванов Никита Павловна,2020-12-13,выпущен,"3,10",2025,Юриспруденция,1C
STU002151,Петров Иван Михайловна,01/04/2023,выпущен,3.94,2028,Физика,DeanOffice
STU000246,Лебедев Елена Сергеевна,2024,академ,3.28,2028,Экономика,LMS
STU001926,Козлов Егор Ивановна,2023-01-03,ACTIVE,4.32,2028,Экономика,DeanOffice
STU001851,Соколов Алексей Алексеевна,2022,выпущен,3.69,2028,Экономика,1C
STU002143,Лебедев Мария Сергеевна,18.05.2020,отчислен,"3,85",2025,Информатика,LMS
STU002038,Соколов Мария Михайловна,06/21/2022,отчислен,3.17,2026,Физика,LMS
STU001565,Смирнов Анна Алексеевич,15.01.2021,выпущен,"4,16",2025,История,DeanOffice
STU001196,Кузнецов Михаил Сергеевич,12/18/2020,ВЫПУЩЕН,4.54,2025,Экономика,1C
STU000866,Кузнецов Никита Павловна,2020,выпущен,4.36,2025,Математика,1C
STU001287,Иванов Никита Павловна  ,19.02.2020,выпущен,3.18,2025,История,DeanOffice
STU000690,Козлов Ольга Иванович,2020,отчислен,"4,06",2024,Менеджмент,1C
STU002257,Петров Мария Павлович,2023-04-15,В АКАДЕМЕ,"4,84",2029,Лингвистика,1C
STU002125,Петров Иван Сергеевич,2023-01-01,ОТЧИСЛЕН,3.33,2028,Лингвистика,LMS
STU002344,Смирнов Егор Павлович,2024,академ,"3,75",2030,Информатика,DeanOffice
STU000408,Иванов Мария Павлович,2020,отчислен,5.00,2025,Лингвистика,DeanOffice
STU001496,Иванов Анна Сергеевна  ,2021-01-18,suspended,3.45,2026,Экономика,DeanOffice
STU000895,Петров Михаил Ивановна,05/22/2023,выпущен,4.56,2029,Физика,DeanOffice
STU000690,Козлов Ольга Иванович,09/16/2020,отчислен,,2024,Математика,DeanOffice
STU001992,Попов Дарья Павловна  ,11/20/2020,отчислен,4.09,2025,Математика,LMS
STU002074,Петров Дарья Михайлович,22.04.2024,ВЫПУЩЕН,3.73,2029,Экономика,DeanOffice
STU000236,Смирнов Анна Павлович,2024-01-20,выпущен,3.55,2030,Экономика,LMS
STU001851,Соколов Алексей Алексеевна,2022-12-08,выпущен,3.33,2028,Менеджмент,DeanOffice
STU001585,Козлов Иван Дмитриевич,2023-05-25,выпущен,3.83,2027,Математика,LMS
STU001593,Петров Алексей Сергеевна,11/15/2021,выпущен,"4,29",2027,Юриспруденция,1C
,Петров Ольга Ивановна,2021-12-27,В АКАДЕМЕ,,2026,Менеджмент,LMS
STU001877,Соколов Ольга Алексеевич,2022-11-10,выпущен,"4,06",2027,Математика,1C
STU002239,Смирнов Сергей Иванович,2021,ОТЧИСЛЕН,4.40,2026,Лингвистика,LMS
STU001762,Попов Иван Павловна,2024-09-10,отчислен,,2028,Менеджмент,1C
STU000301,Кузнецов Никита Сергеевич,2020,выпущен,3.73,2026,Экономика,DeanOffice
STU001406,Попов Дарья Павловна,2023-05-13,в академе,3.39,2028,Физика,DeanOffice
STU000115,Соколов Мария Алексеевна,17.10.2022,graduated,3.26,2026,Физика,LMS
STU000403,Козлов Егор Алексеевна,2020-08-14,graduated,,2026,Юриспруденция,DeanOffice
STU000657,Лебедев Анна Алексеевич,2020,ACTIVE,"3,30",2025,Экономика,LMS
STU001332,Попов Татьяна Дмитриевич,03/28/2023,выпущен,,2027,Экономика,1C
,Козлов Егор Алексеевич,04/16/2021,graduated,4.84,2026,Менеджмент,LMS
STU002085,Соколов Татьяна Сергеевич,07.02.2024,отчислен,4.70,2030,Математика,1C
STU001486,Козлов Алина Павлович,12/28/2020,выпущен,3.62,2026,Лингвистика,DeanOffice
STU001278,Попов Ольга Алексеевич,02/08/2020,выпущен,4.81,2026,Лингвистика,1C
STU001594,Козлов Елена Алексеевич,08/03/2020,отчислен,"3,83",2024,Информатика,LMS
STU001181,Попов Алина Алексеевна,2024-04-03,АКАДЕМ,,2028,Юриспруденция,LMS
STU002347,Иванов Мария Ивановна,01/09/2023,отчислен,3.70,2028,Менеджмент,1C
STU001458,Козлов Анна Павлович  ,2022,выпущен,3.11,2026,Юриспруденция,1C
STU001063,Соколов Елена Дмитриевна,28.04.2020,отчислен,"4,81",2025,Экономика,LMS
STU001123,Иванов Сергей Дмитриевна,2023,отчислен,"3,25",2029,Менеджмент,LMS
STU001204,Кузнецов Алексей Ивановна  ,14.02.2023,выпущен,3.69,2029,Математика,1C
STU001390,Попов Никита Михайлович,2022-04-20,выпущен,3.77,2027,Экономика,1C
STU000620,Козлов Ольга Павлович,05/22/2021,ОБУЧАЕТСЯ,3.63,2027,Экономика,LMS
STU000927,Иванов Ольга Павлович,10.04.2021,выпущен,"4,07",2027,Лингвистика,DeanOffice
STU001981,Иванов Татьяна Дмитриевна,2021,в академе,2.92,2025,История,LMS
STU000054,Петров Анна Иванович,2023,выпущен,3.19,2029,Информатика,LMS
STU000733,Козлов Егор Сергеевич,04/09/2020,выпущен,3.93,2024,Физика,DeanOffice
STU001183,Соколов Елена Дмитриевич,25.10.2022,выпущен,3.44,2028,Математика,LMS
STU002182,Попов Елена Алексеевич,02/22/2021,выпущен,4.26,2025,Информатика,DeanOffice
STU000322,Смирнов Виктория Павлович  ,2021-03-06,выпущен,4.00,2027,Лингвистика,LMS
STU002358,Петров Ольга Павловна,12/05/2021,выпущен,"4,76",2026,Юриспруденция,LMS
STU001593,Петров Алексей Сергеевна,06/05/2021,в академе,4.55,2027,Информатика,1C
