UID,StudentName,Admission,Current Status,Score,Graduation,Department,is_budget,notes
STU002204,Петров Виктория Сергеевич,2029-01-04,обучается,4.61,2034,Информатика,yes,manual_fix
STU001317,Петров Ольга Дмитриевна,2025-08-24,академ,"3,55",2031,Экономика,yes,
,Иванов Павел Дмитриевич,2029-06-07,обучается,3.64,2034,Юриспруденция,no,
,Кузнецов Никита Ивановна,2028,Учится,2.87,2033,Лингвистика,yes,manual_fix
,Кузнецов Анна Сергеевич,18.04.2026,Учится,"3,94",2030,Экономика,no,
STU000243,Кузнецов Иван Дмитриевна,2027,выпущен,4.15,2031,Математика,yes,
STU000471,Петров Егор Михайлович,10.06.2028,обучается,"4,76",2033,Лингвистика,yes,
STU001879,Соколов Мария Ивановна,01.08.2027,Учится,4.45,2031,Менеджмент,no,
STU001418,Козлов Михаил Павлович,13.09.2025,обучается,,2030,Юриспруденция,yes,reimport
STU001075,Петров Павел Михайлович,2025,отчислен,3.26,2030,Физика,yes,manual_fix
STU001087,Попов Егор Ивановна,2027,Учится,3.41,2032,История,no,
STU000785,Кузнецов Алексей Дмитриевна,19.12.2030,обучается,4.73,2034,Математика,no,
STU000162,Кузнецов Сергей Павловна,25.07.2027,выпущен,"3,96",2031,Математика,yes,
STU002340,Петров Анна Дмитриевич,09/10/2029,обучается,3.68,2034,Математика,no,
STU002035,Смирнов Анна Алексеевна,2028-10-04,обучается,,2032,Математика,no,
STU001036,Лебедев Дарья Сергеевна,19.12.2025,обучается,3.21,2030,Лингвистика,no,manual_fix
STU000219,Петров Виктория Дмитриевич,2026-04-15,выпущен,3.28,2031,Лингвистика,yes,manual_fix
STU000954,Лебедев Ольга Михайлович,02/25/2026,академ,4.17,2031,Информатика,no,manual_fix
STU001356,Козлов Ольга Сергеевич,2028-05-12,обучается,3.45,2033,Математика,yes,reimport
STU000185,Иванов Иван Михайловна,08.03.2027,обучается,"4,42",2033,Информатика,no,manual_fix
STU000029,Попов Сергей Сергеевна,2030,ACTIVE,4.42,2034,Математика,yes,
STU002196,Петров Дмитрий Сергеевна,2029,обучается,4.59,2034,Менеджмент,no,manual_fix
STU000999,Кузнецов Иван Михайловна,01/13/2027,академ,,2032,Лингвистика,no,reimport
STU001956,Петров Сергей Алексеевна,2029-10-02,обучается,4.45,2034,Лингвистика,no,reimport
STU001815,Попов Михаил Ивановна,12/01/2027,обучается,"4,83",2031,Математика,no,
STU001527,Соколов Ольга Алексеевич,2028,обучается,"4,56",2034,Физика,yes,manual_fix
STU001726,Соколов Павел Дмитриевич,26.09.2026,graduated,4.23,2031,Юриспруденция,yes,
STU001434,Петров Алексей Алексеевич,2026,обучается,"3,94",2030,Математика,no,manual_fix
STU002241,Кузнецов Дарья Павловна,2029,обучается,4.28,2033,Математика,yes,
STU000137,Иванов Егор Михайлович,2025,enrolled,"3,71",2031,Лингвистика,no,
STU000946,Кузнецов Елена Иванович,06/28/2028,обучается,4.41,2034,История,yes,
STU001669,Петров Михаил Павлович,06/05/2026,отчислен,4.97,2030,Экономика,no,reimport
STU001620,Петров Дарья Дмитриевич,2025,отчислен,4.40,2031,Экономика,no,manual_fix
STU000017,Козлов Алина Павловна,24.11.2026,обучается,4.89,2030,Экономика,no,reimport
STU000195,Иванов Дарья Павловна,01/28/2027,выпущен,,2032,Менеджмент,yes,
STU000388,Козлов Егор Павловна,2026,в академе,4.21,2032,Математика,no,
STU001267,Козлов Павел Михайловна,2028-03-04,обучается,3.10,2033,Лингвистика,no,reimport
STU000945,Лебедев Иван Алексеевна,07/26/2026,отчислен,"4,49",2031,Юриспруденция,yes,
STU000573,Попов Дмитрий Павлович,2029,Учится,"4,69",2033,Лингвистика,yes,
STU001231,Иванов Михаил Алексеевич,2028,обучается,3.68,2034,Экономика,yes,manual_fix
STU001891,Кузнецов Анна Алексеевич,03/06/2029,обучается,3.77,2034,Физика,yes,reimport
STU002043,Попов Иван Дмитриевна,2026-10-03,Учится,3.91,2030,Информатика,yes,manual_fix
STU000969,Иванов Ольга Дмитриевич,07/24/2027,отчислен,"4,25",2032,Юриспруденция,yes,
STU001115,Кузнецов Павел Дмитриевна,07/10/2026,в академе,3.90,2032,Юриспруденция,yes,manual_fix
,Лебедев Дарья Дмитриевич,09.05.2025,академ,3.12,2029,Юриспруденция,no,
STU000188,Петров Анна Сергеевна,2030-04-25,обучается,5.00,2034,Экономика,no,manual_fix
STU000362,Петров Мария Павлович,2029,выпущен,"2,97",2033,Физика,no,manual_fix
STU001435,Лебедев Ольга Алексеевич,07/09/2030,обучается,,2034,Информатика,no,
STU000892,Иванов Павел Ивановна,2030-08-08,отчислен,2.99,2034,Экономика,no,
STU000838,Козлов Никита Павловна,2026-01-25,Учится,4.33,2031,Лингвистика,yes,
STU002040,Лебедев Мария Сергеевна,2025,обучается,4.24,2030,Математика,yes,
STU000878,Соколов Дмитрий Иванович,07/18/2029,в академе,"3,14",2033,Лингвистика,no,
STU000935,Соколов Сергей Сергеевич,2030-03-23,отчислен,3.66,2034,Экономика,yes,
STU000448,Смирнов Иван Ивановна,11.01.2027,обучается,3.84,2032,Физика,no,
STU000861,Иванов Алина Иванович,26.11.2030,Учится,"2,85",2034,Математика,no,manual_fix
STU002351,Иванов Татьяна Михайлович,2029,Учится,3.79,2034,Математика,no,
STU002261,Смирнов Анна Михайловна,2029-09-22,обучается,4.05,2034,Юриспруденция,yes,
STU000552,Петров Мария Дмитриевич,2025-08-21,выпущен,2.83,2031,Менеджмент,no,manual_fix
STU001720,Попов Никита Павлович,2030-09-09,обучается,3.96,2034,Математика,yes,manual_fix
STU002189,Петров Никита Алексеевна,05/20/2030,отчислен,"3,61",2034,История,no,manual_fix
STU000482,Попов Алексей Сергеевич,2028-05-19,обучается,,2034,Лингвистика,yes,
STU001586,Попов Сергей Павловна,2027,обучается,4.50,2031,История,yes,reimport
STU001276,Попов Мария Дмитриевна,2027-07-09,академ,"4,57",2032,Математика,no,manual_fix
STU000213,Смирнов Сергей Михайлович,2025,выпущен,3.55,2031,История,no,
,Петров Дмитрий Ивановна,2028-04-07,академ,3.15,2033,Лингвистика,yes,
STU000863,Лебедев Павел Михайловна,05/15/2028,обучается,2.92,2032,Юриспруденция,no,
STU000582,Смирнов Сергей Михайловна,24.05.2025,выпущен,4.26,2031,Физика,yes,reimport
STU000344,Иванов Татьяна Павловна,02/16/2026,отчислен,4.36,2032,История,yes,manual_fix
STU001469,Козлов Татьяна Дмитриевна,17.06.2028,обучается,3.63,2033,Математика,no,
STU001595,Петров Егор Алексеевич,2025,обучается,3.24,2029,Лингвистика,no,
STU001557,Соколов Ольга Михайлович,20.07.2025,Учится,"3,24",2031,Математика,yes,manual_fix
STU000566,Лебедев Егор Алексеевна,2027-02-24,отчислен,"3,34",2031,Юриспруденция,yes,
STU001576,Лебедев Мария Дмитриевна,2029,обучается,4.03,2034,Математика,yes,
STU001520,Лебедев Анна Сергеевич,2030-09-15,в академе,"4,63",2034,Менеджмент,yes,
STU001734,Петров Виктория Алексеевич,2030,обучается,"2,89",2034,Менеджмент,yes,manual_fix
STU000388,Козлов Егор Павловна,2026-06-07,выпущен,3.97,2032,Физика,no,manual_fix
STU002158,Иванов Егор Михайлович,07/20/2030,enrolled,4.84,2034,Менеджмент,yes,
STU001017,Смирнов Анна Михайлович,2028-04-17,выпущен,,2034,Математика,yes,reimport
STU000769,Смирнов Михаил Алексеевич,15.01.2027,выпущен,4.48,2033,История,yes,
STU000197,Петров Анна Михайлович,27.01.2026,обучается,4.16,2031,Менеджмент,no,manual_fix
STU001417,Иванов Алексей Иванович,01.01.2026,академ,4.14,2031,Лингвистика,yes,reimport
STU000760,Иванов Дарья Алексеевич,2030-04-21,обучается,4.12,2034,Информатика,no,manual_fix
STU001957,Иванов Сергей Дмитриевна,2029,обучается,4.23,2033,Информатика,yes,
STU002153,Соколов Михаил Михайлович,09/05/2028,обучается,3.67,2032,Юриспруденция,no,reimport
STU002081,Кузнецов Ольга Павловна,05/21/2030,обучается,4.52,2034,Лингвистика,no,manual_fix
STU000376,Козлов Мария Алексеевна,09/09/2028,обучается,4.88,2034,История,yes,
STU001913,Смирнов Ольга Сергеевна,2029,обучается,"4,48",2033,Юриспруденция,yes,
STU000218,Лебедев Дарья Дмитриевна,2028-04-19,ACTIVE,"3,75",2032,Лингвистика,no,
STU000438,Попов Виктория Павловна,06/20/2030,ACTIVE,4.36,2034,История,yes,reimport
STU002124,Кузнецов Анна Сергеевич,2026-06-24,в академе,3.57,2030,Экономика,yes,manual_fix
STU001832,Козлов Алина Сергеевна,2027-02-19,обучается,3.60,2031,Юриспруденция,no,
,Лебедев Иван Сергеевна,02/16/2026,обучается,"3,70",2032,История,no,
STU001911,Кузнецов Павел Алексеевна,08.09.2027,отчислен,4.61,2033,Математика,yes,
STU001896,Соколов Виктория Дмитриевна,04/20/2029,обучается,"4,08",2033,История,no,
STU000206,Иванов Дмитрий Иванович,2028,обучается,4.15,2034,Математика,yes,reimport
STU000998,Лебедев Мария Дмитриевна,2029-02-28,обучается,4.65,2034,Физика,no,
STU000388,Козлов Егор Павловна,13.02.2026,graduated,4.49,2032,Физика,yes,
STU001655,Смирнов Татьяна Сергеевна,2029-06-27,выпущен,"4,32",2033,Физика,no,manual_fix
STU001520,Лебедев Анна Сергеевич,01/15/2030,отчислен,"4,27",2034,Информатика,yes,
STU000562,Соколов Егор Ивановна,01/12/2029,Учится,"3,10",2033,Юриспруденция,yes,
,Кузнецов Елена Иванович,22.05.2028,Учится,"4,08",2034,Экономика,no,
STU001108,Смирнов Мария Михайловна,2030-02-09,graduated,4.22,2034,Физика,no,
STU000486,Соколов Виктория Сергеевна,2028,выпущен,3.51,2034,Менеджмент,yes,manual_fix
STU002365,Козлов Мария Павлович,22.09.2030,обучается,3.40,2034,История,yes,
STU001968,Смирнов Иван Михайловна,01.08.2030,в академе,3.94,2034,Информатика,no,
STU001193,Кузнецов Дмитрий Сергеевич,2029-05-27,graduated,"4,13",2033,Менеджмент,no,
STU000892,Иванов Павел Ивановна,2030,отчислен,3.03,2034,Лингвистика,yes,manual_fix
STU001466,Соколов Ольга Сергеевна,20.06.2029,обучается,4.32,2034,Юриспруденция,no,
STU002225,Петров Сергей Павлович,2028,ACTIVE,3.89,2034,Математика,yes,
STU001438,Козлов Михаил Сергеевич,01/07/2026,обучается,,2030,Информатика,yes,
STU000570,Смирнов Сергей Сергеевич,2027,Учится,4.20,2031,Экономика,no,manual_fix
STU000055,Смирнов Елена Дмитриевна,2030-05-05,в академе,3.54,2034,Юриспруденция,yes,
STU000797,Попов Алина Сергеевич,2026-08-09,выпущен,"3,93",2030,Лингвистика,yes,
STU001003,Смирнов Анна Сергеевна,05/15/2025,отчислен,"3,38",2030,История,no,manual_fix
STU002361,Иванов Никита Михайловна,2029-01-14,академ,5.00,2034,Математика,no,
STU000999,Кузнецов Иван Михайловна,2027-01-01,graduated,4.37,2032,Юриспруденция,yes,
,Петров Анна Сергеевна,04/12/2030,обучается,5.00,2034,Экономика,yes,manual_fix
,Смирнов Иван Михайловна,2030,обучается,"4,90",2034,Экономика,no,
STU000367,Козлов Павел Михайлович,2030,обучается,3.93,2034,Экономика,no,
STU000359,Козлов Дарья Сергеевич,24.03.2025,выпущен,3.36,2029,История,no,
STU002177,Смирнов Татьяна Михайлович,2026,академ,"4,19",2032,Юриспруденция,no,manual_fix
STU001871,Смирнов Елена Павлович,09/23/2028,ACTIVE,3.25,2033,История,yes,
STU001218,Смирнов Дмитрий Алексеевич,2027-01-15,Учится,"3,14",2033,Экономика,yes,reimport
STU000223,Козлов Анна Алексеевна,2025-04-07,suspended,3.57,2031,Лингвистика,yes,
STU000009,Лебедев Ольга Ивановна,2027,graduated,4.61,2033,Математика,no,manual_fix
STU001114,Смирнов Елена Дмитриевна,2030,выпущен,4.00,2034,Информатика,no,reimport
STU001503,Иванов Сергей Дмитриевна,2027-06-10,обучается,"3,63",2031,Математика,no,reimport
STU002104,Петров Ольга Сергеевич,2030-10-15,обучается,3.42,2034,Менеджмент,yes,
STU001115,Кузнецов Павел Дмитриевна,2026-10-19,отчислен,3.80,2032,Юриспруденция,no,manual_fix
STU000973,Смирнов Анна Ивановна,04/01/2025,выпущен,"3,80",2031,Математика,no,manual_fix
STU000477,Козлов Егор Ивановна,2025-11-13,обучается,3.88,2029,Математика,yes,reimport
STU001227,Попов Алексей Дмитриевич,2030-11-03,обучается,"5,00",2034,Менеджмент,no,
STU001695,Попов Елена Алексеевич,2027-02-11,Учится,4.88,2032,Информатика,yes,reimport
STU001036,Лебедев Дарья Сергеевна,09/03/2025,обучается,"3,56",2030,Менеджмент,no,
STU002293,Соколов Егор Иванович,2029,Учится,4.24,2033,Лингвистика,yes,
STU000001,Козлов Мария Алексеевна,2028-07-13,отчислен,4.33,2034,Менеджмент,no,manual_fix
STU001840,Кузнецов Ольга Павлович,2026-11-18,выпущен,4.30,2032,Лингвистика,yes,reimport
STU000556,Петров Татьяна Алексеевна,2025,отчислен,"3,94",2029,Математика,yes,reimport
STU000110,Кузнецов Виктория Дмитриевна,12/24/2027,отчислен,3.97,2032,Юриспруденция,yes,manual_fix
STU000037,Смирнов Виктория Сергеевич,02.07.2030,обучается,"3,63",2034,Физика,no,
STU001381,Кузнецов Михаил Иванович,12/06/2029,ACTIVE,3.93,2034,История,yes,manual_fix
STU001953,Лебедев Егор Алексеевич,05.08.2025,отчислен,4.68,2031,Лингвистика,yes,
STU000230,Соколов Павел Михайловна,2027,отчислен,"3,84",2032,Экономика,no,
STU000812,Кузнецов Анна Павлович,2028,обучается,"4,63",2032,Физика,no,manual_fix
,Козлов Михаил Михайлович,03/25/2028,академ,5.00,2032,Экономика,no,
STU000359,Козлов Дарья Сергеевич,11/05/2025,Учится,,2029,Юриспруденция,no,
STU000426,Соколов Елена Сергеевна,23.07.2026,отчислен,"4,06",2031,Менеджмент,no,reimport
STU001421,Петров Дмитрий Сергеевич,2028,обучается,3.95,2032,Физика,yes,
STU000181,Иванов Никита Павлович,18.09.2029,обучается,4.06,2034,Менеджмент,no,
,Иванов Ольга Павлович,2029-02-12,обучается,4.24,2034,Физика,no,
STU000965,Лебедев Егор Павловна,2026-11-08,graduated,3.48,2032,Физика,no,
STU002180,Кузнецов Алина Дмитриевич,2028-01-28,обучается,"3,25",2034,Экономика,yes,reimport
STU000951,Кузнецов Дарья Алексеевна,26.05.2027,выпущен,3.58,2032,Лингвистика,yes,reimport
STU001282,Попов Павел Павловна,2026,suspended,"3,86",2031,Экономика,yes,reimport
STU000880,Иванов Сергей Алексеевна,2028,выпущен,"3,82",2033,Менеджмент,no,reimport
STU001647,Иванов Алексей Сергеевна,16.06.2025,обучается,4.89,2031,Юриспруденция,yes,reimport
STU000367,Козлов Павел Михайлович,2030-01-17,Учится,"3,75",2034,Физика,no,
STU001494,Петров Виктория Алексеевна,2030,обучается,"3,50",2034,Лингвистика,no,
STU000256,Смирнов Алина Сергеевич,25.01.2028,обучается,,2034,Экономика,no,
,Лебедев Татьяна Алексеевна,2029-01-08,обучается,4.57,2034,Математика,no,manual_fix
,Соколов Сергей Сергеевич,2030,в академе,3.04,2034,Лингвистика,no,
STU001229,Кузнецов Никита Ивановна,2028-10-08,обучается,"3,44",2033,Физика,yes,
STU001816,Попов Дмитрий Ивановна,2028-01-21,выпущен,3.42,2032,Математика,no,manual_fix
STU002132,Попов Михаил Дмитриевич,11/25/2026,ACTIVE,,2031,Лингвистика,yes,manual_fix
STU002264,Иванов Павел Иванович,2027,отчислен,4.56,2033,Экономика,yes,reimport
STU000721,Лебедев Сергей Михайловна,01/03/2026,отчислен,"4,72",2030,Юриспруденция,no,manual_fix
STU002177,Смирнов Татьяна Михайлович,2026,обучается,4.59,2032,Юриспруденция,no,
STU000469,Смирнов Иван Сергеевич,14.02.2028,обучается,3.63,2034,Информатика,no,
STU000686,Смирнов Виктория Михайлович,2028,ACTIVE,4.80,2033,Физика,yes,reimport
STU001932,Соколов Виктория Алексеевна,2025,обучается,"4,84",2031,Информатика,yes,manual_fix
,Козлов Михаил Павлович,2025,отчислен,"3,08",2030,Экономика,yes,
STU000183,Соколов Павел Сергеевна,2025-06-27,выпущен,5.00,2030,Лингвистика,yes,
STU001637,Петров Никита Сергеевич,07.11.2029,обучается,"4,76",2033,Информатика,no,
STU000321,Петров Ольга Михайлович,01.07.2026,отчислен,"3,65",2031,Менеджмент,no,
STU000364,Козлов Дмитрий Павлович,18.08.2028,обучается,"4,11",2034,Менеджмент,no,
STU001476,Смирнов Алина Павлович,05/21/2026,graduated,4.68,2032,Математика,yes,manual_fix
STU000752,Петров Сергей Иванович,2027-05-09,Учится,4.19,2031,Лингвистика,no,
STU000383,Иванов Елена Павлович,22.10.2025,обучается,"4,84",2031,Юриспруденция,yes,reimport
STU001957,Иванов Сергей Дмитриевна,2029-01-09,Учится,3.74,2033,Информатика,yes,
STU000877,Лебедев Виктория Павлович,2026-11-18,Учится,"3,34",2030,История,yes,manual_fix
 STU000902 ,Лебедев Елена Павловна,2028,ACTIVE,3.50,2032,Юриспруденция,yes,
STU000360,Попов Иван Сергеевич,10/20/2025,ACTIVE,"3,91",2030,История,no,
STU001432,Кузнецов Егор Дмитриевна,08.12.2029,обучается,"2,88",2034,Математика,yes,
 STU000721 ,Лебедев Сергей Михайловна,28.02.2026,обучается,"4,67",2030,Математика,yes,
STU001327,Смирнов Дмитрий Алексеевич,2026,отчислен,4.21,2032,Юриспруденция,no,
STU000337,Козлов Дмитрий Иванович,19.12.2030,ACTIVE,"3,37",2034,Физика,yes,manual_fix
,Попов Сергей Сергеевна,02/06/2025,выпущен,4.68,2031,Юриспруденция,yes,manual_fix
STU002164,Попов Анна Сергеевна,2028-08-27,в академе,4.47,2033,Менеджмент,no,manual_fix
STU000137,Иванов Егор Михайлович,18.01.2025,обучается,"3,93",2031,Информатика,no,manual_fix
STU001296,Соколов Анна Михайловна,2025-04-22,в академе,"3,70",2030,Информатика,yes,reimport
STU000892,Иванов Павел Ивановна,2030,в академе,"3,32",2034,Лингвистика,yes,reimport
,Лебедев Виктория Ивановна,02/23/2027,выпущен,"4,53",2032,Лингвистика,yes,reimport
STU001964,Соколов Ольга Сергеевна,2029-10-18,обучается,"4,97",2034,Менеджмент,no,
STU001537,Попов Ольга Иванович,2029,обучается,3.94,2034,Экономика,yes,
STU002028,Попов Мария Михайлович,12.03.2028,обучается,"3,94",2032,Информатика,yes,
STU002292,Смирнов Егор Алексеевич,2027,обучается,"3,90",2033,История,yes,manual_fix
STU001388,Соколов Татьяна Алексеевич,2030-08-01,Учится,3.82,2034,История,no,
 STU000785 ,Кузнецов Алексей Дмитриевна,22.07.2030,обучается,"4,89",2034,Лингвистика,no,
,Соколов Никита Алексеевна,2029-08-23,в академе,3.22,2033,Лингвистика,yes,
STU001521,Лебедев Алексей Сергеевна,2026,обучается,4.01,2032,Лингвистика,no,manual_fix
STU001786,Петров Дмитрий Алексеевич,06/16/2030,обучается,3.47,2034,Математика,yes,
STU001057,Соколов Татьяна Алексеевна,2025-06-10,обучается,3.65,2030,История,no,
STU001184,Соколов Иван Дмитриевна,2028-03-07,ACTIVE,3.43,2034,Юриспруденция,yes,
 STU002300 ,Смирнов Татьяна Михайлович,2028-01-20,в академе,4.78,2033,Математика,no,
STU000185,Иванов Иван Михайловна,2027,отчислен,"4,05",2033,Менеджмент,yes,
STU001328,Петров Татьяна Михайлович,2026-11-03,отчислен,3.74,2030,Математика,no,
STU000134,Смирнов Иван Алексеевна,2029-01-05,отчислен,,2034,История,yes,reimport
STU001257,Петров Дмитрий Алексеевич,07/12/2025,обучается,3.72,2030,Юриспруденция,no,manual_fix
STU000540,Кузнецов Никита Дмитриевич,11/12/2027,выпущен,3.50,2032,Математика,yes,
STU002376,Лебедев Павел Алексеевна,2027-11-22,выпущен,3.50,2033,Экономика,yes,
STU001882,Кузнецов Алексей Дмитриевич,2026-07-02,обучается,3.00,2031,Юриспруденция,yes,reimport
,Кузнецов Егор Дмитриевна,16.03.2026,академ,"4,71",2031,История,yes,reimport
STU000785,Кузнецов Алексей Дмитриевна,2030-10-06,академ,4.74,2034,Юриспруденция,no,
STU000200,Кузнецов Татьяна Павлович,2029-12-16,обучается,,2034,Математика,yes,manual_fix
STU001608,Смирнов Егор Ивановна,28.06.2030,академ,3.77,2034,Математика,no,reimport
STU000128,Козлов Михаил Михайловна,2028-08-10,в академе,2.82,2034,Информатика,no,
STU002321,Петров Анна Сергеевна,01.08.2029,обучается,3.54,2033,Информатика,no,
STU002369,Смирнов Иван Сергеевич,2028,обучается,"5,00",2033,Лингвистика,no,manual_fix
STU002266,Попов Анна Иванович,2027-09-20,обучается,"3,52",2032,Информатика,no,manual_fix
STU001485,Кузнецов Виктория Алексеевич,05.05.2029,обучается,4.32,2033,Физика,no,
STU001931,Козлов Егор Ивановна,2030-08-21,в академе,5.00,2034,Экономика,yes,reimport
STU000625,Смирнов Михаил Дмитриевич,07/28/2025,обучается,3.20,2031,Экономика,yes,
STU000540,Кузнецов Никита Дмитриевич,2027,выпущен,"3,29",2032,Лингвистика,no,
STU001315,Лебедев Никита Ивановна,27.04.2027,выпущен,3.68,2032,Менеджмент,no,reimport
STU000071,Кузнецов Мария Иванович,25.05.2025,обучается,,2031,Лингвистика,no,reimport
STU001627,Соколов Сергей Сергеевич,2030,обучается,"4,78",2034,История,yes,manual_fix
STU002274,Петров Дарья Алексеевич,01/21/2025,graduated,"4,36",2029,История,yes,manual_fix
STU000941,Козлов Дмитрий Алексеевич,2028-01-12,в академе,"4,23",2032,Информатика,no,manual_fix
STU002273,Кузнецов Татьяна Михайлович,09/12/2026,в академе,,2032,Физика,yes,
STU000902,Лебедев Елена Павловна,2028,Учится,"3,32",2032,Математика,yes,manual_fix
STU001826,Соколов Алина Алексеевич,07/07/2028,в академе,5.00,2033,Математика,yes,reimport
STU001327,Смирнов Дмитрий Алексеевич,10/11/2026,отчислен,4.07,2032,История,no,
STU000061,Лебедев Анна Михайлович,2026,обучается,3.36,2031,Юриспруденция,yes,reimport
STU002097,Козлов Егор Дмитриевич,02/03/2030,Учится,4.36,2034,Экономика,yes,
STU000801,Лебедев Дмитрий Михайлович,11.05.2027,ACTIVE,"2,81",2031,Экономика,no,
,Козлов Алексей Сергеевич,2028,в академе,"4,06",2034,Информатика,no,manual_fix
STU000590,Петров Алина Иванович,14.09.2026,обучается,4.66,2032,История,yes,
STU000889,Попов Виктория Дмитриевна,01/15/2025,ACTIVE,4.61,2030,Математика,yes,reimport
,Козлов Сергей Сергеевич,11/12/2030,ACTIVE,4.64,2034,Юриспруденция,no,reimport
STU001457,Попов Михаил Ивановна,2029,обучается,4.59,2034,История,yes,
STU002301,Иванов Никита Дмитриевна,06/09/2029,обучается,5.00,2034,История,no,manual_fix
STU000015,Попов Никита Павлович,21.12.2028,Учится,4.55,2034,Математика,yes,
STU000466,Кузнецов Павел Алексеевич,2025-07-03,обучается,3.82,2030,Юриспруденция,yes,
STU002334,Петров Сергей Ивановна,2026,обучается,"2,87",2031,История,no,
STU001640,Козлов Михаил Михайлович,05.09.2028,академ,"4,68",2032,Экономика,no,
STU001075,Петров Павел Михайлович,13.07.2025,graduated,"3,09",2030,Экономика,yes,
STU001175,Козлов Алексей Дмитриевна,2027-10-22,Учится,"4,46",2032,Лингвистика,yes,
STU000721,Лебедев Сергей Михайловна,03.05.2026,выпущен,"4,69",2030,Экономика,yes,manual_fix
STU001662,Петров Михаил Дмитриевна,2028-07-10,обучается,"5,00",2034,История,yes,manual_fix
STU001238,Козлов Дмитрий Иванович,04/07/2027,отчислен,"3,96",2033,Менеджмент,no,reimport
STU000814,Попов Алина Павлович,05/01/2026,обучается,"4,45",2031,Математика,no,reimport
,Петров Алексей Дмитриевна,2027-01-28,Учится,4.41,2033,Юриспруденция,no,
STU001468,Смирнов Никита Сергеевич,2030,обучается,3.13,2034,Экономика,no,
STU001639,Иванов Иван Павловна,2029,Учится,"4,50",2033,Физика,yes,reimport
STU001866,Петров Дмитрий Михайловна,09/05/2028,отчислен,4.66,2033,Юриспруденция,no,
STU001941,Козлов Егор Дмитриевна,2028,ACTIVE,3.39,2034,История,no,
STU002266,Попов Анна Иванович,11/04/2027,отчислен,"3,79",2032,Физика,no,manual_fix
STU001953,Лебедев Егор Алексеевич,2025,Учится,,2031,Математика,no,reimport
STU001659,Лебедев Егор Михайлович,20.01.2029,академ,4.63,2033,История,yes,reimport
STU000105,Петров Елена Ивановна,2028-12-21,Учится,3.82,2033,Лингвистика,yes,
,Иванов Дмитрий Павловна,03/28/2030,Учится,3.59,2034,Физика,yes,
STU001148,Иванов Михаил Михайловна,2028,в академе,4.49,2032,Экономика,yes,manual_fix
STU000875,Иванов Анна Сергеевич,2029-11-20,в академе,"4,75",2034,История,yes,reimport
STU001213,Смирнов Виктория Алексеевна,2026,обучается,5.00,2030,Юриспруденция,yes,
STU001799,Попов Татьяна Сергеевич,04/03/2025,выпущен,3.87,2031,Экономика,no,reimport
,Петров Татьяна Дмитриевна,10.11.2026,обучается,3.74,2032,История,no,manual_fix
STU000367,Козлов Павел Михайлович,2030,отчислен,"3,87",2034,Менеджмент,yes,
STU001919,Лебедев Алексей Алексеевич,11.04.2025,выпущен,,2030,Экономика,yes,
STU001356,Козлов Ольга Сергеевич,11/27/2028,обучается,"3,02",2033,Юриспруденция,no,reimport
,Иванов Алексей Алексеевна,07/15/2030,Учится,3.52,2034,Физика,no,reimport
STU001618,Лебедев Ольга Иванович,11/28/2025,Учится,4.33,2031,Математика,no,
,Попов Никита Павлович,2028-07-28,обучается,"3,66",2033,Информатика,no,manual_fix
STU000809,Смирнов Ольга Дмитриевна,07.08.2025,enrolled,"4,45",2029,Лингвистика,yes,manual_fix
STU000337,Козлов Дмитрий Иванович,2030,Учится,3.67,2034,Физика,yes,
STU002216,Лебедев Дарья Дмитриевна,19.03.2030,обучается,4.86,2034,Менеджмент,no,
STU002177,Смирнов Татьяна Михайлович,2026-07-21,ACTIVE,,2032,Менеджмент,yes,reimport
STU001341,Кузнецов Михаил Сергеевич,2026,отчислен,4.10,2031,Физика,no,
STU000832,Иванов Михаил Сергеевна,2030,отчислен,"3,17",2034,Лингвистика,no,manual_fix
STU000626,Иванов Татьяна Михайлович,2027,выпущен,3.11,2033,Юриспруденция,yes,manual_fix
STU000200,Кузнецов Татьяна Павлович,12/22/2029,обучается,,2034,Информатика,yes,
STU001985,Иванов Алина Павловна,11.06.2028,обучается,,2034,Физика,no,
STU002187,Смирнов Павел Ивановна,2025,отчислен,3.72,2031,Экономика,yes,reimport
STU000297,Петров Мария Михайловна,2026-01-21,enrolled,3.58,2030,Экономика,no,reimport
STU001103,Соколов Алексей Алексеевич,2028-12-14,выпущен,"3,81",2033,Менеджмент,no,
STU001681,Соколов Анна Павловна,2025,Учится,2.99,2030,Математика,yes,manual_fix
STU001596,Смирнов Татьяна Павлович,09.07.2029,Учится,"4,97",2033,Лингвистика,no,reimport
STU000344,Иванов Татьяна Павловна,03/13/2026,Учится,4.02,2032,Физика,no,reimport
STU001009,Иванов Павел Дмитриевна,2030,graduated,"4,38",2034,Лингвистика,no,
STU001503,Иванов Сергей Дмитриевна,08/17/2027,выпущен,"3,58",2031,Лингвистика,yes,reimport
STU000966,Соколов Дарья Сергеевич,2027,выпущен,"3,00",2031,Физика,no,
STU001153,Петров Егор Алексеевна,18.01.2029,обучается,3.93,2034,Информатика,yes,
STU001180,Лебедев Мария Павлович,09/18/2025,выпущен,4.18,2029,История,no,
STU001322,Попов Мария Павловна,07.11.2026,отчислен,"3,12",2031,Информатика,yes,
STU000757,Петров Ольга Алексеевич,17.11.2027,выпущен,"5,00",2031,Математика,yes,
STU001662,Петров Михаил Дмитриевна,2028-01-21,обучается,4.69,2034,Экономика,no,
