ID студента,ФИО,Год поступления,Статус,Средний балл,Год выпуска,Город,Комментарий
STU001176,Лебедев Сергей Павлович,2016-01-11,выпущен,"4,28",2021,Екатеринбург,
STU001255,Кузнецов Татьяна Ивановна,2019,отчислен,"2,97",2023,Томск,повтор
STU001326,Смирнов Никита Ивановна,2017,выпущен,3.24,2022,СПб,перевод
STU000127,Кузнецов Сергей Михайловна,2019-02-17,выпущен,"3,80",2024,Екатеринбург,
STU001196,Кузнецов Михаил Сергеевич,11/03/2020,выпущен,4.59,2025,Казань,перевод
STU001982,Петров Виктория Дмитриевна,15.09.2016,enrolled,4.38,2022,Томск,повтор
STU001141,Соколов Алексей Иванович,27.09.2017,suspended,"4,83",2023,Москва,повтор
STU000443,Кузнецов Анна Дмитриевна,04/21/2016,выпущен,4.19,2020,Новосибирск,повтор
STU000127,Кузнецов Сергей Михайловна,2019,graduated,4.12,2024,Казань,повтор
STU000594,Попов Алина Сергеевна,11.04.2019,выпущен,"4,86",2023,Екатеринбург,
STU001813,Лебедев Алина Ивановна,07/24/2020,отчислен,4.75,2026,Екатеринбург,
STU001266,Иванов Анна Алексеевна,2017-06-23,выпущен,"4,44",2022,Москва,перевод
STU002399,Петров Дарья Ивановна,02.11.2020,выпущен,3.59,2025,СПб,повтор
STU001248,Петров Павел Ивановна,2016-10-12,enrolled,"4,66",2021,Казань,перевод
STU001403,Попов Михаил Алексеевич,20.08.2020,suspended,4.23,2026,Екатеринбург,
STU000879,Иванов Сергей Сергеевич,03.05.2017,выпущен,4.63,2023,Томск,академ отпуск
STU000180,Соколов Михаил Павловна,2016-03-23,выпущен,3.39,2020,Москва,академ отпуск
STU001477,Кузнецов Татьяна Алексеевич,14.11.2020,graduated,"4,27",2024,СПб,повтор
STU001046,Петров Татьяна Сергеевич,10/21/2020,академ,4.54,2026,Новосибирск,
STU001339,Соколов Дарья Иванович,2016-01-16,выпущен,5.00,2020,Казань,
STU001672,Кузнецов Алексей Михайловна,2019,Учится,4.99,2025,Екатеринбург,перевод
STU001480,Лебедев Алина Алексеевич,2017-08-17,Учится,5.00,2021,Томск,
STU000119,Попов Дмитрий Михайлович,05/26/2020,отчислен,3.99,2024,Москва,
STU000022,Попов Татьяна Иванович,2020,выпущен,4.19,2025,СПб,
STU001176,Лебедев Сергей Павлович,08/18/2016,отчислен,4.39,2021,Новосибирск,повтор
STU002138,Соколов Татьяна Сергеевна,2020-12-23,обучается,,2026,Томск,
STU001773,Кузнецов Татьяна Ивановна,26.02.2019,graduated,4.88,2023,Новосибирск,академ отпуск
STU000131,Козлов Дарья Михайлович,2020,отчислен,3.58,2025,Новосибирск,повтор
STU000078,Иванов Анна Дмитриевна,2018-10-16,выпущен,"3,51",2023,Казань,
STU002398,Соколов Павел Михайлович,10/23/2016,graduated,,2020,Казань,академ отпуск
STU002250,Попов Дарья Иванович,2019,ACTIVE,3.79,2023,Томск,
STU000523,Козлов Павел Павловна,24.05.2016,академ,"3,60",2021,Москва,повтор
STU001145,Козлов Никита Алексеевна,07/08/2018,выпущен,3.79,2023,Томск,перевод
STU000374,Иванов Павел Иванович,02/03/2019,академ,"3,89",2023,Новосибирск,повтор
STU000046,Иванов Алексей Сергеевич,2020-09-24,выпущен,3.89,2026,Новосибирск,академ отпуск
STU001933,Смирнов Виктория Михайловна,01/06/2017,отчислен,3.16,2023,Казань,повтор
STU001774,Петров Мария Михайловна,2019-03-10,отчислен,4.37,2025,Томск,
STU002337,Козлов Татьяна Сергеевич,12/07/2019,отчислен,5.00,2024,Москва,
STU000276,Смирнов Виктория Сергеевич,12/19/2019,выпущен,,2023,Казань,
STU000271,Попов Иван Сергеевна,2016-10-12,выпущен,"4,24",2020,Новосибирск,
,Лебедев Иван Дмитриевич,2017,отчислен,3.98,2023,Новосибирск,
STU000118,Соколов Егор Михайлович,2017-08-09,в академе,"3,93",2022,Томск,повтор
STU000118,Соколов Егор Михайлович,2017-08-05,в академе,4.07,2022,СПб,
STU000389,Смирнов Иван Михайловна,05/05/2019,выпущен,3.97,2025,СПб,
STU000495,Кузнецов Никита Павлович,13.04.2016,отчислен,4.72,2021,Томск,
STU002001,Кузнецов Михаил Алексеевна,2017-06-08,в академе,4.08,2022,Казань,
STU000027,Петров Виктория Павлович,09/10/2019,graduated,4.14,2023,СПб,
STU002348,Лебедев Виктория Дмитриевна,02/20/2016,выпущен,"3,84",2022,Томск,перевод
STU002398,Соколов Павел Михайлович,11/11/2016,выпущен,"3,35",2020,Екатеринбург,
STU002064,Петров Дмитрий Дмитриевич,2019-03-16,отчислен,3.15,2024,СПб,
STU001862,Соколов Дарья Алексеевна,13.02.2018,выпущен,4.08,2024,Томск,
STU000355,Соколов Анна Павлович,12/12/2017,выпущен,3.50,2023,СПб,академ отпуск
STU000194,Козлов Виктория Дмитриевна,2016-07-27,отчислен,"5,00",2021,Москва,
STU000272,Смирнов Павел Михайлович,2020-02-20,выпущен,3.49,2026,Москва,
STU000978,Козлов Елена Дмитриевич,27.07.2016,выпущен,3.30,2022,СПб,
STU001604,Петров Сергей Алексеевич,06/26/2019,выпущен,4.79,2024,Екатеринбург,
STU000741,Петров Дарья Дмитриевна,11/05/2017,graduated,4.75,2022,СПб,повтор
,Соколов Никита Павлович,2018-12-14,Учится,3.93,2022,Екатеринбург,
STU001071,Попов Виктория Сергеевич,2020-10-14,выпущен,4.49,2024,Екатеринбург,
STU001252,Кузнецов Сергей Михайлович,2019-01-16,graduated,3.93,2023,Казань,перевод
STU001765,Попов Егор Михайлович,2018,отчислен,3.39,2024,Казань,перевод
STU000403,Козлов Егор Алексеевна,2020,академ,"3,41",2026,Казань,академ отпуск
STU002005,Петров Сергей Павловна,2019,отчислен,5.00,2024,Екатеринбург,академ отпуск
STU002275,Козлов Алина Иванович,07.08.2018,отчислен,"3,38",2024,Новосибирск,перевод
STU000524,Иванов Елена Алексеевич,07/15/2018,отчислен,2.98,2024,Казань,
STU002238,Соколов Алексей Павлович,2019-06-14,выпущен,3.45,2023,Москва,
STU001348,Попов Дарья Сергеевич,20.06.2017,выпущен,3.38,2022,Екатеринбург,повтор
STU000701,Иванов Виктория Павловна,2017,выпущен,"4,36",2021,Томск,перевод
STU000691,Лебедев Анна Павловна,05/06/2016,graduated,"4,66",2021,СПб,
STU001008,Попов Никита Сергеевич,04/22/2019,Учится,"3,86",2024,Казань,перевод
,Кузнецов Павел Ивановна,2019-08-23,в академе,4.46,2023,Москва,
STU000503,Лебедев Елена Ивановна,03/08/2016,отчислен,"3,57",2022,Москва,перевод
STU000939,Петров Виктория Михайловна,2016-05-08,graduated,5.00,2021,Томск,
STU000121,Петров Алина Алексеевна,2016,выпущен,4.38,2020,Казань,
STU000854,Попов Елена Алексеевна,02/16/2016,выпущен,3.50,2022,Москва,перевод
STU002080,Петров Анна Павлович,2017-03-25,enrolled,3.71,2022,Екатеринбург,академ отпуск
STU001147,Петров Иван Павловна,12.03.2019,отчислен,,2024,Екатеринбург,перевод
STU000085,Смирнов Михаил Павловна,07/15/2017,выпущен,3.70,2023,Казань,повтор
STU000707,Соколов Михаил Дмитриевна,11/08/2019,ACTIVE,"3,78",2024,Казань,академ отпуск
STU001098,Лебедев Татьяна Дмитриевна,2020,suspended,"3,39",2025,Москва,перевод
STU001118,Смирнов Иван Михайловна,26.04.2016,отчислен,4.44,2022,Томск,академ отпуск
STU001718,Кузнецов Алина Ивановна,2020,выпущен,"4,63",2026,Новосибирск,
STU000402,Козлов Михаил Павловна,2020-03-18,выпущен,3.17,2025,Казань,перевод
STU000343,Иванов Мария Алексеевич,2020,enrolled,3.47,2024,Екатеринбург,
STU001348,Попов Дарья Сергеевич,04/17/2017,отчислен,"3,21",2022,Новосибирск,перевод
STU002030,Иванов Павел Ивановна,02.08.2017,отчислен,"3,83",2021,Екатеринбург,перевод
STU001264,Козлов Ольга Ивановна,2016-02-08,обучается,4.12,2021,Новосибирск,академ отпуск
STU002138,Соколов Татьяна Сергеевна,2020-09-12,graduated,"3,55",2026,Москва,
STU000560,Смирнов Дарья Павлович,2018,graduated,3.64,2023,Томск,перевод
STU001195,Соколов Павел Иванович,2017,graduated,"3,24",2021,СПб,
,Соколов Виктория Ивановна,2018-09-17,graduated,3.53,2024,Москва,
STU000508,Козлов Егор Дмитриевич,2019,в академе,,2024,СПб,перевод
STU000251,Смирнов Иван Дмитриевна,2020-01-25,выпущен,4.13,2024,Казань,повтор
STU000956,Кузнецов Никита Дмитриевна,2018,академ,3.86,2023,Москва,
STU002395,Кузнецов Никита Михайловна,2018,выпущен,"4,56",2022,Томск,повтор
STU001718,Кузнецов Алина Ивановна,09/25/2020,отчислен,,2026,СПб,повтор
STU001059,Лебедев Павел Иванович,2019,выпущен,"4,15",2024,СПб,перевод
STU001915,Козлов Анна Иванович,2016,в академе,"3,69",2022,СПб,перевод
STU000480,Попов Дарья Сергеевна,07/11/2018,отчислен,3.25,2024,Новосибирск,повтор
STU001959,Смирнов Елена Дмитриевич,10/03/2016,выпущен,4.52,2022,Новосибирск,академ отпуск
STU000022,Попов Татьяна Иванович,2020-10-17,suspended,"4,72",2025,Новосибирск,повтор
,Лебедев Алексей Павлович,2020-02-17,отчислен,"4,03",2026,Казань,
STU001369,Козлов Алексей Сергеевич,13.11.2019,отчислен,,2025,Москва,академ отпуск
STU001959,Смирнов Елена Дмитриевич,11/23/2016,выпущен,4.06,2022,СПб,
STU000202,Петров Дмитрий Сергеевич,03/26/2017,выпущен,,2021,Новосибирск,академ отпуск
STU002048,Козлов Павел Сергеевна,21.04.2020,обучается,"4,08",2025,Москва,повтор
STU002096,Иванов Егор Ивановна,2017-08-08,в академе,3.90,2021,Москва,академ отпуск
STU000852,Соколов Алина Алексеевич,2017,выпущен,,2022,СПб,повтор
STU001426,Кузнецов Виктория Павлович,2019-03-16,отчислен,4.75,2024,Москва,
STU001977,Попов Анна Иванович,04/14/2018,выпущен,3.51,2022,Новосибирск,академ отпуск
STU001619,Попов Дарья Алексеевич,08.09.2018,отчислен,"3,81",2024,СПб,
STU000782,Кузнецов Виктория Сергеевич,2020,выпущен,4.71,2025,Новосибирск,академ отпуск
STU001781,Петров Анна Михайловна,11/07/2017,выпущен,3.36,2023,Казань,повтор
STU000022,Попов Татьяна Иванович,11/13/2020,обучается,4.78,2025,СПб,повтор
STU002335,Лебедев Алексей Дмитриевна,2019,выпущен,4.27,2023,Новосибирск,
STU000816,Попов Елена Павловна,12/11/2018,graduated,4.51,2022,Екатеринбург,
STU000929,Иванов Михаил Дмитриевна,04/16/2018,выпущен,3.08,2022,Новосибирск,
STU001827,Соколов Дмитрий Павлович,2019,выпущен,4.57,2024,Томск,повтор
STU001016,Петров Мария Сергеевич,2018,выпущен,3.98,2024,Екатеринбург,
STU001979,Попов Михаил Павлович,2017,отчислен,3.87,2023,Казань,академ отпуск
STU001886,Кузнецов Дарья Павловна,26.07.2018,отчислен,3.95,2024,Москва,академ отпуск
STU001897,Иванов Анна Михайлович,2018,выпущен,"4,14",2024,СПб,
STU001855,Попов Павел Павловна,2020,выпущен,"3,97",2025,Екатеринбург,перевод
STU001170,Лебедев Алексей Павлович,2020,enrolled,4.18,2026,Новосибирск,перевод
STU002394,Лебедев Анна Сергеевич,2019-06-01,обучается,"4,01",2023,Москва,
STU001982,Петров Виктория Дмитриевна,2016,обучается,4.01,2022,СПб,перевод
STU000956,Кузнецов Никита Дмитриевна,11/07/2018,отчислен,4.18,2023,СПб,академ отпуск
STU002071,Лебедев Мария Михайлович,14.04.2018,выпущен,"4,39",2024,Томск,
STU000658,Кузнецов Алина Алексеевич,2017-03-20,отчислен,"4,82",2021,Казань,повтор
STU001621,Козлов Алексей Алексеевна,04.03.2017,graduated,,2023,Томск,повтор
STU000104,Кузнецов Сергей Сергеевна,06/20/2017,отчислен,"4,68",2022,Екатеринбург,
STU000574,Соколов Михаил Павловна,2017-04-03,выпущен,4.15,2021,СПб,
,Попов Иван Иванович,16.11.2017,академ,4.23,2022,Новосибирск,академ отпуск
STU000025,Козлов Иван Дмитриевич,04/16/2018,отчислен,4.50,2023,Москва,
STU000697,Смирнов Сергей Михайловна,2017-07-08,выпущен,"2,98",2023,Томск,
STU000100,Иванов Елена Михайловна,2020-01-10,ACTIVE,3.68,2025,Новосибирск,
STU000846,Попов Иван Иванович,2019,отчислен,"4,25",2025,Казань,академ отпуск
STU002140,Попов Егор Михайловна,11/25/2018,suspended,3.73,2024,Томск,перевод
STU000142,Смирнов Сергей Ивановна,01/14/2019,выпущен,"4,35",2024,Екатеринбург,повтор
STU001030,Кузнецов Никита Дмитриевич,09.02.2018,отчислен,3.43,2024,Москва,академ отпуск
STU000578,Петров Татьяна Павлович,2018,выпущен,,2023,Томск,
STU001016,Петров Мария Сергеевич,2018-04-12,выпущен,,2024,СПб,повтор
STU002383,Кузнецов Павел Павлович,03.08.2020,выпущен,3.75,2024,Екатеринбург,академ отпуск
,Кузнецов Мария Иванович,03/06/2017,отчислен,3.13,2021,Казань,повтор
STU001305,Попов Иван Алексеевич,2018-06-24,выпущен,3.18,2024,Новосибирск,перевод
STU000764,Попов Анна Михайловна,18.03.2019,выпущен,4.19,2023,СПб,повтор
STU001753,Соколов Михаил Дмитриевна,19.09.2016,отчислен,,2021,Томск,академ отпуск
STU000569,Козлов Елена Дмитриевич,04.08.2018,обучается,"4,69",2023,СПб,
STU001294,Лебедев Иван Иванович,17.05.2019,отчислен,4.69,2025,Казань,повтор
STU002277,Соколов Мария Ивановна,20.04.2020,выпущен,"4,53",2024,Новосибирск,академ отпуск
STU000553,Кузнецов Ольга Алексеевич,2020-06-18,выпущен,3.93,2024,СПб,
STU000828,Соколов Ольга Павловна,2016,graduated,3.60,2021,Томск,
STU000068,Кузнецов Павел Ивановна,24.04.2019,выпущен,4.40,2023,Новосибирск,
STU002270,Козлов Михаил Павлович,12/24/2017,выпущен,"3,44",2022,Москва,
STU001131,Соколов Михаил Алексеевна,2019,в академе,"4,91",2023,Москва,
STU000770,Козлов Иван Иванович,02/23/2019,выпущен,"3,59",2025,СПб,академ отпуск
STU001030,Кузнецов Никита Дмитриевич,11.11.2018,выпущен,3.22,2024,Новосибирск,перевод
STU001051,Попов Виктория Сергеевна,2020-09-08,отчислен,4.15,2025,СПб,
STU000608,Козлов Алина Иванович,2016,выпущен,4.40,2020,Новосибирск,повтор
STU000585,Лебедев Михаил Павлович,2016,выпущен,"3,58",2021,Казань,перевод
STU000018,Соколов Сергей Дмитриевич,2020,отчислен,"5,00",2025,Казань,перевод
STU000539,Попов Татьяна Павловна,2019-08-03,graduated,"3,60",2025,Томск,академ отпуск
STU000758,Смирнов Алексей Дмитриевна,15.03.2018,выпущен,3.50,2024,Томск,
STU002328,Иванов Павел Алексеевич,11.10.2016,suspended,"4,27",2021,Томск,
STU001339,Соколов Дарья Иванович,07.12.2016,отчислен,"4,84",2020,СПб,перевод
STU000353,Смирнов Никита Сергеевна,03.09.2018,выпущен,3.44,2023,Новосибирск,повтор
STU000276,Смирнов Виктория Сергеевич,2019-12-13,graduated,,2023,СПб,академ отпуск
STU000319,Соколов Алина Алексеевна,2016,отчислен,"4,88",2020,Казань,повтор
STU001048,Козлов Виктория Михайловна,10/22/2019,отчислен,4.05,2024,СПб,перевод
STU000408,Иванов Мария Павлович,04/13/2020,выпущен,4.89,2025,Екатеринбург,
STU000571,Лебедев Никита Дмитриевна,10/27/2018,graduated,"3,70",2024,Томск,повтор
STU000264,Попов Егор Михайлович,12/22/2017,выпущен,4.00,2023,СПб,академ отпуск
STU002377,Кузнецов Татьяна Павлович,2019-05-05,отчислен,3.51,2023,Казань,повтор
STU001570,Смирнов Дмитрий Ивановна,11/11/2017,graduated,3.67,2021,СПб,академ отпуск
STU002348,Лебедев Виктория Дмитриевна,2016-11-10,отчислен,"3,39",2022,СПб,академ отпуск
STU000623,Петров Ольга Дмитриевич,2017,отчислен,"3,94",2022,Новосибирск,
STU001259,Кузнецов Дмитрий Иванович,2018,отчислен,,2022,Томск,
STU002343,Петров Елена Михайлович,2017-05-26,выпущен,"4,07",2021,Томск,
,Соколов Дарья Михайлович,21.08.2016,отчислен,"3,52",2020,Москва,академ отпуск
,Кузнецов Виктория Михайлович,2019-04-05,выпущен,4.12,2023,СПб,
STU000972,Попов Анна Иванович,2016,отчислен,"4,39",2021,Екатеринбург,
STU000697,Смирнов Сергей Михайловна,05.07.2017,выпущен,"3,65",2023,СПб,повтор
STU001974,Лебедев Егор Павловна,11/27/2017,отчислен,4.11,2023,Томск,повтор
STU001990,Лебедев Мария Михайловна,2017,отчислен,,2021,СПб,академ отпуск
STU000673,Попов Мария Дмитриевна,08/20/2019,выпущен,,2024,Москва,перевод
STU000716,Иванов Виктория Иванович,03.06.2018,graduated,3.92,2022,Томск,повтор
STU000294,Смирнов Алина Павловна,04/15/2020,отчислен,3.82,2024,Москва,
STU002272,Лебедев Елена Иванович,03/22/2019,отчислен,4.97,2025,СПб,
STU001962,Кузнецов Никита Алексеевич,2017-04-25,выпущен,4.29,2022,Казань,
STU001295,Петров Дарья Павлович,11/09/2020,graduated,3.95,2025,Москва,
STU000368,Козлов Дмитрий Павловна,05/20/2019,выпущен,4.97,2024,Москва,академ отпуск
STU000534,Петров Мария Алексеевич,2019-08-12,выпущен,"4,51",2025,Казань,повтор
STU001414,Иванов Анна Сергеевич,06.12.2017,выпущен,4.43,2023,Екатеринбург,перевод
STU001339,Соколов Дарья Иванович,2016,выпущен,"4,93",2020,Томск,перевод
STU000172,Иванов Анна Алексеевна,2018,отчислен,4.86,2023,Томск,
STU001359,Кузнецов Алина Ивановна,2020,Учится,"5,00",2025,Екатеринбург,перевод
STU000524,Иванов Елена Алексеевич,06/11/2018,отчислен,3.44,2024,Казань,повтор
STU001962,Кузнецов Никита Алексеевич,01.11.2017,выпущен,3.92,2022,Москва,
STU000342,Кузнецов Михаил Сергеевна,2019-06-07,отчислен,"4,68",2025,Екатеринбург,повтор
,Козлов Ольга Алексеевна,2019,ACTIVE,3.88,2025,Казань,повтор
STU002277,Соколов Мария Ивановна,28.09.2020,отчислен,4.60,2024,Томск,
STU000518,Соколов Павел Павловна,20.06.2020,в академе,3.59,2026,Новосибирск,повтор
STU000553,Кузнецов Ольга Алексеевич,12/22/2020,отчислен,"3,91",2024,Томск,
STU000427,Кузнецов Татьяна Михайлович,10/16/2016,graduated,"3,86",2021,Томск,
STU000986,Кузнецов Павел Дмитриевич,05/19/2018,выпущен,,2022,СПб,
STU000762,Смирнов Дмитрий Михайловна,12/23/2019,выпущен,"3,40",2023,Москва,перевод
STU001098,Лебедев Татьяна Дмитриевна,28.10.2020,обучается,3.68,2025,Новосибирск,
STU000245,Соколов Сергей Иванович,2020,отчислен,,2025,Екатеринбург,
STU000319,Соколов Алина Алексеевна,2016,выпущен,"4,73",2020,СПб,
STU001359,Кузнецов Алина Ивановна,12/24/2020,отчислен,"5,00",2025,СПб,повтор
STU001745,Иванов Михаил Михайлович,2017,выпущен,"4,65",2023,Томск,перевод
STU002066,Козлов Алексей Сергеевич,20.08.2017,выпущен,3.96,2022,Новосибирск,
STU002350,Смирнов Сергей Павлович,04/08/2016,graduated,4.04,2021,Новосибирск,
STU000993,Смирнов Павел Ивановна,22.06.2017,отчислен,3.92,2021,Москва,повтор
STU002357,Козлов Татьяна Сергеевна,08/13/2017,отчислен,"4,44",2022,Новосибирск,повтор
STU000886,Смирнов Егор Алексеевна,2019-07-10,выпущен,"3,33",2024,Екатеринбург,
STU000725,Козлов Ольга Алексеевна,2019-07-03,graduated,,2025,Томск,
STU001090,Петров Алексей Павлович,2020-12-17,выпущен,"2,83",2024,СПб,перевод
STU001982,Петров Виктория Дмитриевна,17.06.2016,отчислен,4.11,2022,Казань,академ отпуск
STU000800,Попов Татьяна Павловна,23.11.2020,выпущен,3.21,2026,СПб,
,Лебедев Анна Павловна,09/20/2016,выпущен,4.77,2021,Москва,
STU002119,Смирнов Дмитрий Дмитриевна,2019,выпущен,"3,45",2023,Москва,
STU001992,Попов Дарья Павловна,2020,выпущен,"4,70",2025,Москва,
STU000265,Петров Дмитрий Михайлович,01/16/2016,выпущен,4.13,2020,Екатеринбург,перевод
STU000458,Козлов Дарья Дмитриевич,2017-08-16,выпущен,4.23,2023,СПб,
STU002139,Лебедев Иван Дмитриевич,26.01.2017,выпущен,"4,09",2023,Казань,
STU000203,Смирнов Егор Алексеевич,2018-03-24,graduated,3.35,2024,Томск,
STU001560,Попов Виктория Алексеевич,2019,отчислен,4.50,2024,Томск,
STU000628,Кузнецов Татьяна Иванович,2018-08-05,выпущен,"4,72",2024,Новосибирск,
STU000518,Соколов Павел Павловна,11/27/2020,выпущен,,2026,СПб,
STU000961,Козлов Дарья Ивановна,2019,graduated,"3,32",2025,Казань,
STU000251,Смирнов Иван Дмитриевна,2020-08-09,выпущен,"4,10",2024,Москва,
STU002283,Соколов Елена Алексеевна,26.01.2019,graduated,"3,14",2025,СПб,повтор
STU000489,Козлов Павел Дмитриевич,10.09.2016,выпущен,"3,82",2021,СПб,перевод
STU001783,Лебедев Ольга Павловна,2018,отчислен,3.83,2024,Томск,
STU002287,Кузнецов Виктория Ивановна,06/23/2018,отчислен,4.41,2023,Екатеринбург,
STU000997,Козлов Алексей Дмитриевна,2019-06-09,выпущен,4.82,2023,Томск,
STU000316,Иванов Алина Алексеевна,17.10.2016,Учится,4.67,2022,Москва,академ отпуск
STU000545,Попов Татьяна Алексеевна,2017-11-26,отчислен,"5,00",2023,Казань,перевод
STU002319,Соколов Никита Михайловна,15.08.2019,отчислен,"4,07",2025,Казань,повтор
STU001354,Кузнецов Сергей Сергеевич,06/04/2017,graduated,"4,62",2023,Москва,
STU002036,Соколов Алина Дмитриевич,2017,выпущен,"4,14",2023,Екатеринбург,повтор
STU002068,Петров Татьяна Михайловна,28.07.2018,выпущен,4.10,2022,Казань,перевод
STU001629,Кузнецов Алина Михайлович,2018,отчислен,2.97,2024,Казань,академ отпуск
STU001186,Лебедев Никита Дмитриевна,09/05/2018,выпущен,5.00,2024,Екатеринбург,
STU000530,Козлов Татьяна Алексеевич,2016,отчислен,"3,08",2020,Москва,академ отпуск
STU001393,Кузнецов Алина Михайловна,2016,graduated,"4,20",2021,Екатеринбург,повтор
STU001187,Козлов Павел Сергеевна,2016,graduated,"3,71",2020,СПб,
STU002160,Попов Сергей Павловна,2018-01-04,отчислен,"3,26",2024,Казань,
STU001131,Соколов Михаил Алексеевна,2019,выпущен,"5,00",2023,Томск,
STU000869,Козлов Никита Алексеевич,2017-06-14,обучается,"4,28",2022,СПб,перевод
STU001369,Козлов Алексей Сергеевич,28.07.2019,выпущен,3.78,2025,Екатеринбург,повтор
STU000904,Кузнецов Елена Ивановна,12.09.2019,выпущен,4.41,2025,Казань,
STU001844,Смирнов Алексей Сергеевич,16.08.2017,выпущен,,2022,Казань,
STU000239,Иванов Алина Михайловна,2017-07-16,graduated,4.23,2022,Москва,
STU001053,Иванов Дмитрий Иванович,02/23/2016,graduated,"3,27",2022,СПб,академ отпуск
STU000315,Кузнецов Анна Сергеевна,2018,выпущен,4.42,2024,Екатеринбург,
STU000016,Попов Дарья Дмитриевич,02/03/2018,отчислен,"3,96",2023,Екатеринбург,
STU000194,Козлов Виктория Дмитриевна,01.12.2016,suspended,4.91,2021,Казань,академ отпуск
STU002106,Козлов Сергей Павлович,2018-11-16,академ,3.26,2022,Новосибирск,
STU002041,Петров Алексей Сергеевич,16.04.2018,graduated,4.48,2022,Новосибирск,
STU000251,Смирнов Иван Дмитриевна,2020-03-08,в академе,4.65,2024,Москва,академ отпуск
STU001607,Петров Алина Михайловна,21.09.2016,отчислен,4.01,2021,СПб,перевод
STU000524,Иванов Елена Алексеевич,2018,отчислен,3.47,2024,Екатеринбург,перевод
STU000805,Соколов Дарья Михайлович,2016,в академе,"3,76",2020,Екатеринбург,академ отпуск
STU001767,Лебедев Иван Павлович,20.06.2019,выпущен,4.12,2025,СПб,
STU001449,Иванов Никита Дмитриевич,01/19/2018,выпущен,4.09,2022,Томск,перевод
,Иванов Дарья Дмитриевна,2019,enrolled,3.85,2023,Екатеринбург,повтор
,Козлов Никита Михайловна,07.04.2017,отчислен,"4,35",2022,Новосибирск,академ отпуск
STU002348,Лебедев Виктория Дмитриевна,2016,выпущен,3.69,2022,Новосибирск,перевод
STU001145,Козлов Никита Алексеевна,07.12.2018,обучается,"3,71",2023,Томск,перевод
STU000046,Иванов Алексей Сергеевич,01/02/2020,Учится,4.19,2026,Екатеринбург,перевод
STU002098,Соколов Алексей Иванович,26.07.2019,отчислен,3.47,2024,Казань,повтор
STU001245,Соколов Сергей Дмитриевна,06.10.2020,выпущен,,2026,Томск,перевод
STU002179,Лебедев Виктория Дмитриевич,2018-11-01,ACTIVE,3.80,2023,Новосибирск,академ отпуск
,Соколов Сергей Павловна,2020,suspended,"3,23",2024,Казань,
STU000241,Иванов Дарья Павлович,10.08.2020,suspended,"3,42",2026,СПб,повтор
STU000869,Козлов Никита Алексеевич,2017,отчислен,"4,67",2022,Москва,академ отпуск
STU000866,Кузнецов Никита Павловна,09/06/2020,graduated,"4,33",2025,Томск,
STU001100,Смирнов Алексей Алексеевна,2017-06-05,выпущен,4.55,2021,Екатеринбург,
STU000180,Соколов Михаил Павловна,05/10/2016,отчислен,"3,88",2020,СПб,академ отпуск
STU002143,Лебедев Мария Сергеевна,12.06.2020,выпущен,,2025,СПб,академ отпуск
STU002137,Петров Алина Иванович,13.09.2016,обучается,"3,71",2020,Новосибирск,
STU002348,Лебедев Виктория Дмитриевна,13.03.2016,выпущен,3.52,2022,Москва,
STU000634,Лебедев Дмитрий Дмитриевич,15.04.2017,graduated,3.66,2023,Казань,академ отпуск
STU000012,Лебедев Павел Михайловна,2017-12-07,выпущен,3.42,2023,Новосибирск,
STU002254,Попов Анна Сергеевич,2017,выпущен,3.00,2023,Москва,
STU000042,Соколов Павел Сергеевна,13.07.2017,отчислен,4.65,2022,СПб,
,Лебедев Мария Михайлович,06.12.2016,ACTIVE,3.02,2021,Томск,
STU000631,Иванов Виктория Алексеевна,2017,выпущен,3.13,2022,Томск,перевод
,Петров Сергей Павлович,12/02/2017,выпущен,4.99,2022,Казань,
STU001391,Смирнов Павел Михайлович,05/21/2017,выпущен,,2021,Москва,академ отпуск
STU001621,Козлов Алексей Алексеевна,14.05.2017,выпущен,"3,79",2023,СПб,академ отпуск
STU000129,Кузнецов Ольга Ивановна,2020,выпущен,4.47,2024,Екатеринбург,перевод
STU002319,Соколов Никита Михайловна,2019-09-08,выпущен,4.29,2025,Новосибирск,академ отпуск
STU001451,Лебедев Мария Алексеевна,2020-05-27,академ,4.26,2025,Томск,академ отпуск
STU001567,Лебедев Ольга Дмитриевна,2018-07-23,выпущен,4.63,2022,Томск,
,Соколов Дмитрий Иванович,02/17/2019,выпущен,4.45,2023,Томск,повтор
STU001107,Иванов Алина Павлович,18.08.2019,выпущен,2.99,2025,Москва,академ отпуск
STU001780,Попов Алексей Дмитриевич,2020-05-10,отчислен,4.91,2025,Казань,повтор
STU000710,Петров Никита Иванович,04/09/2019,выпущен,3.38,2025,Томск,повтор
STU000318,Лебедев Виктория Сергеевич,2018-10-03,graduated,3.55,2023,Новосибирск,перевод
STU002027,Иванов Татьяна Павлович,02/16/2018,отчислен,"3,50",2022,Москва,
STU001844,Смирнов Алексей Сергеевич,2017,graduated,3.05,2022,Новосибирск,перевод
STU001139,Кузнецов Татьяна Иванович,2018-09-22,выпущен,,2024,Москва,
STU002354,Лебедев Елена Сергеевна,2019,обучается,3.73,2025,Новосибирск,
,Козлов Павел Сергеевна,17.08.2020,выпущен,4.40,2025,Екатеринбург,академ отпуск
STU000044,Лебедев Мария Сергеевна,26.11.2017,отчислен,4.13,2023,Новосибирск,перевод
